,0,1,2,3,4,5
220,4wNPNyodF1lljxLkzFXsvQ,"The food was fantastic, I am absolutely gonna stop by here again.
The inside is super clean and is a great place.
The guy working behind the counter was...",5,2023-03-19 07:58:06,AYGbDHIoGRtQM8d-EPhTow,
221,kBHamqnfhrgXTd90J2iITg,"One of my favorite Mediterranean spots in the city. Each and every side are fresh and very tasty. Falafel and gyro are great too. 

Limited inside seating....",4,2022-06-16 17:50:06,9leRUv4_XFUuGyevKJKA-Q,
222,NdL02DweoJZUiFiDDYmNLw,I ordered the lamb sandwich with a side of fries and a sports. The fries were good. The sandwich was huge!  They stuff all the ingredients in a pita pocket....,4,2022-08-31 14:39:20,C3kcYljB9UJN3o5JVpxbQA,
223,dfmQ7gQZ3Kf7cVZ4_3EUcw,"Handy, quick, and with a good variety, whatever your tastes. They have eight or 10 soup per day, and they're all pretty good. I got the Thai curry chicken,...",4,2023-02-07 17:50:52,R1FVpAyl_BtxHBWdau2VLg,
224,lMGDd8X6C1DBKH8zU2Sh6g,"This was my second visit to Columbus work work, staying up the road at Aloft. I remember seeing this shop from the road and hoping I'd get a chance to stop...",5,2023-04-29 04:38:31,uXXsNx7y15CG1YfXDDt0gw,
225,crVHrio73ITcH-uhFz8O0g,My hubby is in Rehab for a stroke he suffered so we are close! I found Zoup! Hospital food hasn't been the best so we found Zoup! I first came with my Momma...,5,2022-12-05 13:47:47,bci_HpGdRxFqMyPmxMf8Gw,
226,b3wAoDkSz7dHV5XLyQ_mCA,"Really fun location with multiple vendors. 

I had to try the Brunch Rice Bowl with chicken adobo. Started with the amazing waffle with maple syrup....",5,2023-06-24 10:41:38,CRGy0Ve4mwLrGzaNQ0uwqw,
227,wUeTwAC8BYCsxl61oj0hPA,"Ok place,  worth a try!

Felt like trying something light and easy going and the tofu skewers hit the spot. Crispy with a nice sweet and salty drizzle sauce...",4,2023-03-21 11:04:03,tYT1kCLO8qEkEUFGClQQRg,
228,TNl0RYQ2uqG88gFUf-vKJg,"Before I retired, I traveled to a bunch of places that had military bases. Those towns always had mom-n-pop ethnic restaurants focused on food that might...",4,2023-02-20 15:56:15,a5YjcfveMeGIm-PPQI3NrA,
229,QxjrI98lfvZEdv5MHKECCQ,"GO BLUE! #twoinarow #bluestatebeatsredstateagain #bigly #fairandsquare #nofraud

A beautiful backdrop here at Ohio's caMpus, Mirror Lake was originally...",5,2022-11-26 18:35:23,bQCHF5rn5lMI9c5kEwCaNA,
230,IrC7mJW3ClVkqhtHcyTz1Q,"Gone are the days of college students jumping naked and drunk into the lake before OSU vs Xichigan games. After a much needed face lift, this space is now a...",5,2021-01-15 07:55:21,_NpJZ0q8KVI-d2YLL_VpCA,
231,zk1nskx-zNRlBSLSth7w_A,"Mirror Lake is just so picturesque now, following the lengthy restoration it underwent a few years ago. The lake and adjacent wetland area are beautiful and...",5,2021-12-06 18:38:58,_Kplrc1bDTce2Pw3xRr51A,
232,JgcdYw2hN7T2qYhVxb0jlw,"Re-opened earlier this month after a hiatus during COVID featuring a new chef, Chris Connolly. It's an upscale place which you can tell from the interior...",4,2022-10-29 21:08:46,phwzUxyIiRfJVSUiN6Ylhg,
233,bh9oz-Wp_uXvpINPKOTjiw,I stopped in early on a Monday and picked up a lemon bar and a jar of the take and bake cookies. It was a great way to start the week. The owner came in and...,4,2022-03-20 10:46:23,FQar1FetpimUb1-oH0iHVg,
234,CQxRjPIHau7d1TThdyAHXg,There seemed to have been a bit of miscommunication with the Yelp elite event. A group of 4 of us made the drive to Polaris Mall to pickup the cookie dough....,3,2022-03-20 08:32:27,DiQkVFSyJJtgymx3KHNVZg,
235,2G9oPv7VmLjehg33TesmLw,"The chocolate brownie was very large, moist with a good texture and had just the right sweetness.

The merchandise was also for the baker. I was really...",4,2022-03-15 14:38:46,hMvkqP_pKbPLDN1CAxYOCQ,
236,szlwW9hOtSRQ7AXyCjrGww,"This is a cute place in columbus, with good gyros. The pita was good and warm. The hummus was okay. The dormathes were okay. The tiramisu was given to me...",4,2023-05-17 07:45:01,YOjOhABuavb6oGI3sTWZfA,
237,Ly1WWeaXkm1F1Ql8nbp0og,"This was my not first visit here, maybe 3-4th. Honestly was really impressed today, maybe it just hit the right spot and I was kind of starving. But got me...",5,2022-09-29 17:49:42,yguD0RPkytW0wYebIV2W1Q,
238,Q-PrtW3X6z4yTnfISaGfrQ,"Great service at this location, especially the woman working drive thru on Sunday 7/2/23 around 330 pm. It's so nice to have a friendly and kind person in a...",5,2023-07-02 12:48:55,0PbFePnsOX70vL8BRz1O0g,
239,9hwbfbFOLACsFKtML6b8NA,"stopped in during a vacation to columbus with my partner and was greeted by a very open, simplistic, yet classy atmosphere. we were promptly met by our...",5,2023-06-17 18:09:11,iebUizckRJ1Axpuo5L2tzQ,
240,kDgKnyFK-tYyK8hdFDyiMA,"Was craving sushi so ordered some through ubereats. I got the salmon avocado hand roll, spicy tuna roll, fantasy roll, plus some other sides like shumai,...",3,2022-02-01 19:02:03,krALL6hazh46e98NgVUkOA,
241,W3gcAsWXdkT05XIT7w-u6Q,"I have ordered Sushi Time through Uber Eats twice. While my first order tasted absolutely amazing, I was not too fond of my second order. My first order was...",3,2022-01-02 17:06:42,c1a0g2Jdx-OH5y_dDN2aDw,
242,rkSmjf3MZXgVZuRgpI4DHw,"I have been going to Rumba Cafe for atleast 12 years, and the inside really never changes much. I was surprised this weekend that it does seem like recently...",4,2022-03-14 10:29:56,xViPciuEA-kEwbfekl62Fg,
243,K_BRPX3K0SW2US9wJ7QgnQ,"Ehhhh    The show was fine but , the staff was rude as hell and kinda set the tone for my experience at the venue.   The ticket taker girl needs to remove...",1,2023-04-20 04:47:05,5YrHLZTaOCIzfHRmiVkQUQ,
244,tjo-UdUl8n9xxTyUy-8WCA,"Good place to see local music in an up-close, intimate setting. It's a small, SRO club w/the bar to the right as you walk in, stage in the back. Prices for...",4,2022-02-26 07:00:29,zgdgjxhqU_eAPbc7y_iHlw,
245,l-gJPDDPMa53CndrC8tq2g,"Can't believe I've never been! Maybe because they don't open until later and I work next do, so no happy hour. But it was suggested by a friend who knows I...",5,2023-02-08 11:46:56,om-6BIwV3xmM1clvhHsCiQ,
246,pbUYYI6yj8j8AyjRzRpiMw,This is my first time coming here and it was entertaining! The Forge has a large variety of board and card games to choose from; and the drinks are strong...,4,2022-06-26 01:04:40,H8QedG_mBZ-JC8Yafgoyyw,
247,AstvxKR6NvGdlCQope3sEQ,"No parking. 

Forge staff says to park at La Casita/in the back. La Casita WILL TOW YOUR CAR if you park there or anywhere else in their lot. 

Until they...",1,2022-08-10 16:04:15,vAeGEyUEK_B4_bvCPaQZMQ,
248,dw1lf1svYu6dGb3wWe78Gw,Just your quality Dive bar right here. place is small. Old school. Cheap drinks. Love it. Random stuff all over. Great service. Sign me up. Would be a...,5,2023-03-20 09:52:43,o8fCQ7s9rD_NCGJRiVRr4A,
249,NQ0AWTBfcXSmnT6YNm9hNQ,One of our favorite bars.  We enjoy Zac's service and the place is always warm and welcoming.,5,2022-12-13 14:55:57,F-vZwhzX6E6ZzklPWlrKKA,
250,xEuUQ9j96Kl5q9dMh_OuNw,Talk about a switch from the surrounding bars and its so refreshing. Walking into this bar made me feel like I was back in my hometown and going into a bar...,5,2020-10-08 09:22:41,uNQlqE8bQ5R4686C0bTbZQ,
251,LJ713NAEBBPzuiznXpP7bA,"Awesome place, and a fantastic happy hour.  Go enjoy a great meal, and cold drink .

Most importantly the BBQ is always on point.",5,2023-05-22 15:48:13,ldu7jzgrbcVUcUqcYFD0TQ,
252,QZVh2yyv2ojArEPjjSmnOw,Kerry was an AMAZING tour guide!!! So much knowledge and so personable! I asked a million questions and he was super helpful!!!! Such a fun experience!!,5,2023-05-20 11:09:34,UxmIebMu-YXCDVR7K_iD7w,
253,SFrN_B9N7IvWIihJRDeavQ,"Great good, good staff. Had not been there for awhile. Glad I went back. Can't wait until out of town visitors come. I'm sure my foreign friends will love...",5,2023-07-13 17:28:16,QlFivfL4x9siJ8HWmlEsCQ,
254,z-hYSHjWjY6kL8-Ix6MPcg,"Lots of people have recommended this place to me so I thought I would give it a shot. I was quite happy at the atmosphere it felt very inviting, Rebecca...",4,2023-03-31 15:00:49,uMHnTr4lwXuvl1Yegi1N3g,
255,SZ-I4yNJQKGQ2R45bxfYhA,Was there for an retirement strategy seminar and a complimentary meal. Wow. What a meal! It was buffet style and everything on the buffet was so good!,5,2023-05-02 15:53:14,S9iVQaWLJeDw-L6C_wpcig,
256,I-vsdT_eK1IsLAUAjmO6GQ,"We arrived as guest mistakenly looking for an event that was occurring next week, however, since we were already settled to have this experience, in this...",3,2023-03-15 23:28:12,IkHVQNP3NCZje7sbUOVfWw,
257,lPzCKyCn1hSAlndoyFZGiQ,Great salad bar but almost all of the meat was overcooked.  Although the server claimed all of the meats would be served medium rare (other than...,3,2023-02-12 19:00:16,5pRReZnOHI_TnrmUQmTWeA,
258,RRUDlXb7eCIIGRUl0BNW8A,We came in on a Saturday evening and we were the only customers there. The inside is a little small but there are several tables and there's art on their...,5,2023-05-30 15:39:08,l_VcjiRnUc8_g4BKSgQZ3Q,
259,x3g8ZM7jtEp6PiYP7czjkQ,"My husband found out about this restaurant on Yelp and when he told me that it's an Argentinian restaurant, I was super excited to go.  However, to be...",5,2023-01-18 08:44:53,Inq6bb4qaeyxF2kK1OLD3Q,
260,QrfVtbVAkxEZIYQYm5SCeg,"Choripan is easily my favorite Argentine restaurant in Columbus, and it's not even close. The restaurant prides itself being free of gluten, nuts, grains,...",5,2023-01-02 14:01:51,gU7W6Vl3Jo232PiOUoNWpQ,
261,_6Frfbnu0DE7rXrUIZj5aw,"In from Florida and was looking for something ""local"" for breakfast vs Starbucks or Dunkin'.  Found Sunny Street in a plaza right next Starbucks and laughed...",5,2023-03-01 07:31:18,0MAeAjExXiaAKX3n-Io43g,
262,B21oVuGv7Ox5biYhqa9oQA,"I've been to other Sunny Street Cafes and this one was quite the disappointment. When we walked in, it wasn't busy so we got seated shortly after. Service...",2,2023-05-17 08:22:28,l_VcjiRnUc8_g4BKSgQZ3Q,
263,9OvKjs8rA4Ev6ZQCmv7-Jg,"The service was very good! The breakfast sandwich was slightly dry, but added some extra mayo and it was delicious. My kids had the dinosaur pancakes that...",5,2023-04-13 03:51:46,_f1bmR6UbaNon_qpYQfn1A,
264,z_1zMSuX5kEqdhVw7g4GnA,"I came here visiting from out of town and was pleasantly pleased with the quality, taste, and service I received here. The samosa did not make it to my...",5,2023-06-22 14:41:18,bcWi8kYnf_4CNzZTvHZ4cA,
265,rIJjfnuk_OivZujgSZ9N3A,"An amazing mix of Indian and African fare. 

We had sambusa, chapati beef curry and Zanzibar special with chapati. 

The sambusa are eggroll thin, crispy...",5,2022-12-10 10:58:06,_rivSr99J0_FLnBrdoYyiw,
266,_HKLBgjNSHfSjzMwMpj1zg,This place is a gem! All of their menu items are delicious and flavorful. They had great friendly service as well. We went in as a large group of 15 and...,5,2022-11-04 22:50:49,u_TkXMtQ-xOZeC569ISBLw,
267,6F5VbySAJXR9pc2okYUzmQ,"A local Facebook group recommended Johnnie's and ngl, I almost didn't go in because it looked so run down on the outside. Don't make that mistake! The food...",5,2023-03-06 10:58:53,WBxpamoIftOgQgs637Tgsw,
268,pPIG9YzAT__Lp0pzPaNihA,"Neighborhood joints, dive bars call them what you wish, but I love exploring them. Johnny's Tavern was such an outing. We went on a Wednesday as that is the...",5,2023-01-10 09:26:31,BQ2Q7p0EKHYP60RBki17jQ,
269,vArBPfQ4-TgR7raXQfXgXw,Haven't been here for a few years and decided to go back with friends for a burger. Seating was comfortable and our server was nice. If you are looking for...,5,2022-05-27 18:47:28,fNzgaewYge8DK2qtTPZzog,
270,rxv0qIphCY5Bvw23A5aneg,Placed a take out / delivery order from them and really liked the food. I had the mozzarella sticks w/ marinara sauce and also ordered a side salad. Others...,5,2021-02-10 10:54:08,jLTn5FSA_VAbDfHlG-nGhg,
271,8BKo9TrdF4ARFmYYSgy0DQ,"Tasty pizza! We got a Spicy Sausage pizza for carry-out. It had a good amount of the spicy sausage, plus onions and peppers. The crust is a little bit...",5,2021-10-12 18:28:54,_Kplrc1bDTce2Pw3xRr51A,
272,15gkLALRB2rbWA0YFLgQTg,Grabbed for lunch with the infamous Steve. Got a few kinds and the sausage and prosciutto was nice.  Margarita is so so but crust is decent.,4,2022-06-08 10:01:55,NBJjQ7-02DfpLkmVYmQXxw,
273,j_5mCoGNfG0b5cWvE1qEXA,Super dog friendly . We even got to celebrate the pups 1st birthday with a cup of whipped cream for him! Ok but the popsicles... step away from the ice...,5,2021-08-04 19:07:41,QWH9uCocvEoGHRBLiIdH_Q,
274,MLUc7KyhBV_c8nPN-UtBHQ,"Paid for parking, got there 4:05pm the place was closed. We drove 35min to get here and they didn't have a single light on. Called the shop and no answer....",1,2023-04-11 13:06:26,QtVuZvlz0rpXnn2V_fj3TQ,
275,IBC_a9DbJtoQcayk3Bk80A,I love this place! It is locally owned by a Mexican family and you can tell it has authentic food in the menu. The decor is so vibrant just like the stores...,5,2021-05-04 06:41:08,Wu1hrty56b_dZDfLBaXJRg,
276,4NGZ3CniBihe6Klhtly1oQ,"Absolutely love AWOL. The bartenders are attentive, the crowd is friendly, and the experience is great overall. Shout out to Joey the bartender!",5,2023-07-03 16:01:01,7sP7odR06xtO_KNpXyRqcw,
277,Xu_Kv5igDdGDUvcuISElGQ,"Not what it once was but still ok. 10 years ago it was a Queer bar, anyone from the Queer community felt welcomed there. Now it's more of a gay bar. I get...",4,2022-05-03 21:45:04,Wu1hrty56b_dZDfLBaXJRg,
278,XmE_ruTUfl2H3CaA9Wodfg,Bartenders racist and rude. If u black and lesbian. Don't do it. Lol. Terrible costumer service and terrible vibe.,1,2023-05-22 21:51:54,xxiW5FJ9X7Z_446xgaSAkg,
279,4D0KgKL1djBYE7em2Qa8GA,Got the orange chili tofu. Great dish!  Fast and yummy. Highly recommend. Adding more words so I can post.,5,2023-06-07 09:38:09,ZMlDtWChEbzuS1YS1YAMdg,
280,8o08VNPg4_vDP34J0UME_Q,I will NEVER order from your restaurant again. I gave you a shot since I could add you to my Playa bowl order and I regret the waste of money. I ordered the...,1,2022-08-08 16:13:01,Qb2_yUcjgkn2mRdhpiVF6w,
281,9hwBo5lb21pXDYuUTJ2Cuw,"Good campus meal. I got the yaki udon with chicken and crab rangoons, which were both very good. The yaki udon had a good amount of chicken and vegetables...",4,2022-03-10 11:11:02,WCmYYmQAAtXue5inb_vcbg,
282,MiPyYK4jVrwhtgmC1ZN9RA,"Easily the best coffee in the city. Limited hours, but if you can make it, the beans are great, the vibe is great, and the free cup with every pound...",5,2023-03-11 19:19:58,S_oDBqDlczsUKlLXrmeVrA,
283,LE_Z1X-ythXkjZom1uGnwg,Best Asian food in Columbus. Fresh ingredients are key and the consistency of their good time and again keeps me coming back for more. Delivery shows up to...,5,2023-02-05 07:41:30,V2ON1c0QOLGj-n5BNZFc0A,
284,Y04jtiLiAR-QHVVqpEpMcA,This restaurant is the best around for Chinese. I would not look twice anywhere else. Give this a try.,5,2023-04-13 16:41:11,iEGfDNO4cXAbt9Ttgla3AQ,
285,zAi7xnAOuCmCgja6oboB1A,Doesn't stand out from other Chinese restaurants from the outside. But once you walk in and hear the hair metal blaring...you know your in the right place!...,4,2023-02-15 10:33:50,ju4pyTfkRzMwq75IMFdBOA,
286,YDfLLFAUr6i_sFJcupO_vw,"Super lightning fast table service at this location!

Also I think I saw actress Mare Winningham while I was here  - not totally sure... but if it was...",5,2022-07-30 12:00:46,pmYGLKLkkK0_qvC4uE9AFA,
287,1h4Ic_I2mn3SFX6jCrXKSQ,"Okay... before I was convinced to try skyline I didn't think I'd like it based on how it looks, but I was surprisingly pleased. The location is next to...",4,2022-12-17 19:18:13,Zvq28G2dycm4NvF6kKArkg,
288,uC_jS92xiu27rxZ_aqWeBQ,I am always a fan of Skyline and try to visit whenever I am in Columbus. I really wanted a quick and easy dinner. As this location is eighth across from my...,5,2022-05-24 17:11:31,1keSzYrEUFfCNKJjB4MduA,
289,IPo_GEoIWRbmqHcnIK2GgQ,"Hayden Run Falls is such a beautiful spot! It is officially considered part of Griggs Reservoir Park, though it is separate from the rest and has its own...",5,2021-04-20 14:00:31,_Kplrc1bDTce2Pw3xRr51A,
290,XaOj-pNzT9fILHtmqVc1HQ,"This is a beautiful little spot. I find it peaceful and serene. It is best to go during the day on weekdays as it can get congested. Also, there is limited...",4,2022-08-31 22:21:26,u_TkXMtQ-xOZeC569ISBLw,
291,vx06CbLqDyJZsEEnRIhtUQ,"A beautiful setting in a surprising (to me, anyway!!) hidden away spot.   I've been on a waterfall hunt lately, and this location, along with Indian Run,...",5,2021-03-30 10:15:33,q1XC5SIh7EGTb4B_FYlsxg,
292,Uw08kANI2gSVmfydrhGtsQ,"I've been to this bar 5-6 times, always on the last Saturday of the month.  On this evening in particular, they offer a nice dose of funk, DJ'd by two local...",5,2018-03-07 10:26:46,VHbBHxWxOLMYXRT4FqhRKA,
293,khRWlZw9LepuoMK-shtjBw,This place is very much open. I just went to a Burlesque show last week and it was wonderful. So affirming. I cannot recommend this place or this troupe...,5,2022-10-29 15:03:59,KtNwO-yGD1pWi_e387On1w,
294,bZQ67gyb3Z2nXj3ce6mflA,"Forno is a great option for grabbing food and drinks while in Short North. Their patio would be great on summer nights! 

The brasato was definitely an...",4,2023-07-07 19:31:05,mlk_a-qDwSpf2BIESz6eTg,
295,UVAjSSzsZNn9HeGgKrJ4wQ,"One of the few places that retains the former spirit of the off-campus streetscape, Bossy Grrl's slender space in the Hudson, High radius fills the niche of...",4,2017-07-31 06:54:40,S6596_Qam-jzPBLs2AJ8tg,
296,anfHcvpwdElT4qBE922JCg,"Had the Szechuan chicken, shrimp fried rice, and mixed vegetables. All were very good. Only comment is that the Szechuan could have been a little bit...",5,2023-07-09 10:45:28,Shxevui90z_FnpkbYl7K4g,
297,O_ezFcWnMZ75Z1UsBc5ZQg,"Food was hot and flavorful. Good pork fried rice. Decent combo prices. Not a fan of the egg roll, not filled very well or honestly good at all. I will be...",3,2022-11-05 06:10:46,1jHM0RiWtiXDFgmDVGJkoA,
298,zdLi9OxFTbRJbNm1wfQmnw,The food is always good in flavor and it's always hot when we pick it up. Best place I've found for Chinese food so far,5,2023-05-14 15:14:10,0fqxLRnqU471Qx3mOJvZ7A,
299,Uw-jZzndvC5Nhqxr_8zQCw,Had custom cookies made for an event and they were incredible. Very reasonable pricing for custom design with a kind and flexible team that allowed an early...,5,2023-06-18 05:17:14,SGJmqq1d6-xX1b7cQzL21Q,
300,1OwqcILUOcEJNuPcBsBk-g,Would have given 2 stars but I really do love their donuts so I went with 3. This an update to my previous review based on my most recent visit. Called one...,3,2023-05-06 08:11:04,phwzUxyIiRfJVSUiN6Ylhg,
301,seeGeJ00P7LiGPGXmvQd1A,This is a small shop that I've been patronizing for many years. Favorites there include their homemade chicken pot pies and the thumbprint cookies. I also...,5,2023-06-07 12:53:07,ikxQrijAvaBvDBoDFiWRYQ,
302,ljw2wnN4smUwlwoU_j4-NA,"Favorite coffee place in Columbus! They roast their own beans, and you can tell the quality in the ultimate product. Crimson Cup makes an excellent...",5,2023-01-01 11:12:26,aLqp_fe64ugZFuwMpsXLiw,
303,kfwybvmhKmujng8d6FLJjw,"Pretty bad coffee, squalid interior.

The drip is mediocre, the pourover is just plain watered down. Table are always messy after people leave, I've hardly...",2,2023-02-23 15:21:36,YyLQNN56CDVQQQyk0Gmkew,
304,ovC1uFCcnZL0IPxVcZmBiw,"My second time around at this Crimson Cup, I decided to stay for a bit and get some work done. They only have a handful of tables, and they do fill up...",3,2023-02-07 16:18:53,7d-V3Z9QFTpAtCQs5tjQPw,
305,7W3RxFqgRg6JECShkTC49Q,The bbq brisket alone would have me stopping by for another delicious meal. I chose the brisket bowl which contained a good helping of brisket served over...,5,2023-06-12 11:21:23,6ZbkImBj0PrDhljMy7bfRw,
306,Zo4jukXtgUqe-Qvu-KUYCA,Try the breakfast bowl. Big fan of this place. Super friendly service and very consistent quality of tasty food. You can get a meal for under 10 bucks here....,5,2023-01-07 08:55:00,JSYt3z-4NsRyH_xKk85HrQ,
307,pCDuww-iSE-UVLb7PRR3jw,"This mom-and-pop BBQ is where it is at. I have never had bbq taste so good. They have different types of BBQ, mild medium, and then spicy. The spicy is...",4,2023-03-18 13:35:39,RnfDYXNy6fkGQNNFJ-IVsA,
308,uIZohePdbO3q51Eu44p7Ug,"Don't sleep on this place. It's so good. I know it's deep on the south side but the food is  worth it. Eyes are cooked perfectly, and they have things one...",5,2020-01-24 10:44:18,00C8YmijD6N0tQkEeoJ3Aw,
309,0tEhil8UEhXe6kpZDaRi8w,"I think I was here years- decades- ago when it was a different donut place.  Looks the same.  Smells the same.  Sadly, at 1pm the donuts were almost all...",4,2023-05-09 12:31:38,R1FVpAyl_BtxHBWdau2VLg,
310,dMX0tcRD3ZZOu3DkYnYr1Q,"Classic old diner vibes. I went on a Friday morning @ 8:30, and the donut selections where already somewhat picked over; note to self for future planned...",4,2022-10-13 04:01:03,JzP5uJjhZb0Vj8J_bn3mOg,
311,NSD55XxRiqKW8RkyABBcHA,"Good food 
Great service 
People there are nice and always make my steak perfect though a lot of people come in and out there always busy so order ahead",5,2023-01-16 14:34:10,-71xa5h8HSRyHyAq6hSAog,
312,PjOAyLG5Fbv_7YOFxiOROg,"Located right off of Bethel, good location with decent parking. While most people pick up orders, there are also some tables were you can sit down and eat....",3,2022-11-12 17:18:30,ouNJQM-5Ur6d4MGgjd3KuA,
313,SVlmQqF6SEOVRC79QMdcyQ,"Had a coupon on Chowbus and decided to give hibachi express a try. What an absolutely amazing place! It is so incredibly tasty, more than reasonably priced,...",5,2022-03-28 13:40:53,Nmi_ZJ1hB_FF2fnnEzibrg,
314,kJ-p-uXZM56-_kUSMUI9MQ,"Ordered two single slices: cheese and the white. Definitely can say the cheese was my favorite of the two! Exactly what I was craving. 

Food was to go...",5,2023-05-08 13:19:28,T-_GnVBq2hSTwsjtz2jmww,
315,9DUxJjBFkm5HVZ58K7zL9w,Just found this little gem inside the East Market! We were helping some friends move into their new place and grabbed some lunch for everyone. Since it was...,5,2023-04-29 12:20:25,fenwbVn4fAjr7SsDH41yEw,
316,Yw6LTfsMi9WJCWY22pX0MA,Delicious pizza. The crust manages to stay firm when you pick it up. Great spot at the East Market. They appear to be the only space that has their own...,5,2022-12-19 16:07:36,OmNf0I4cMUJgDZMOjjaD3w,
317,IG6LJ7jf_8iOIHY6c73nKw,Pulling into the parking lot we were a little bewildered at first as to where we were but out of the corner of my eye a garage door swung up and there was a...,5,2021-12-10 06:35:27,95SIzW2Fd6ytWVZJ0Tc0dQ,
318,ynTcJ3lspfUujql2TDgUxg,Great coffee made by great people! The service is amazing and the coffee is incredible. Definitely a local favorite!,5,2023-05-07 04:30:39,9gOIrhlbxDQDtal7XPcPMQ,
319,hsEBjrvxflfHHmMZU6tBWg,"Jennings Java was started in a dorm room in 2016 by Daniel and AJ. The company is built on 3 principles: high-quality coffee, as fresh as possible, with an...",5,2021-06-16 20:21:24,FGmWx0hFD-h3YuTEql1x2Q,
320,TRbg3i1i8Z9RY3ukL5f4AA,"Great place to have fun if you like retro video games & alcohol. They do not sell food, but you can bring your own food in.  They have many bars within the...",5,2023-02-25 11:44:18,LCpe4mhuGIcIjkZSutgB7Q,
321,USn5un950vDQ-G9usvE_gw,We visited as an afterthought because we were in the area and thought duckpin bowling would be fun.  I thought it was early enough on Sat night that there...,4,2022-12-20 07:26:01,wZ0KFPTp1263hDl2M0gXGg,
322,EZsc5C21N3WnevFGkQ7b6A,"Love this location, looks like the biggest one in the area. Ive been to 2 locations in Columbus so far and by far this one looks like the biggest. 

Overall...",5,2022-10-01 09:18:22,pyHRcN4euY3mcKNgqabOgg,
323,y0ULgyfX-KtvGuGRor9rHg,I loved the gyro. My husband said the Cobb said was average. Fries were seasoned- very good overall.,5,2023-06-01 16:14:43,ekhIruDIbPP-u-e3DDfHaQ,
324,tN1bh2hBLgQRVVMDoykXXA,First time diner here.  I really liked how open it was. The design flowed very well. We were greeted with a friendly smile and they helped out on ordering....,4,2023-05-15 07:09:51,SLNameOy7WSMeLaF9-FVsg,
325,qOhFy9szTIVQQegqaSrkHQ,"service and the seating areas are very nice. food portion is small! we love the atmosphere and rooftop!   

Looking forward to come back!",4,2023-03-23 13:42:44,9lUyGNdRGWFRILDiXlstWw,
326,Br8UVGSMKHuLSMhzIzffbA,"Wanted a good breakfast, yelped out this gem on the way out of town. Set up to order food at the counter and they bring it to you. I got the mini (basic)...",4,2023-04-29 12:44:45,UEGZTJzeIr71C3RHKJLINQ,
327,fFx6zPaHeS8ke8C7xxmTxg,such a cute and fun food truck! they have the BEST ice cream/shaved ice I've ever had. they have all toppings including boba and mochi! would recommend this...,5,2023-06-25 16:22:46,LoqqHiPyiMlA5qXsqOkU_A,
328,eYLOH8QI2hf0zsLg0i7GLQ,"Ran into the truck at an event and it was so refreshing! Loved choosing my flavors and digging in to that sweet, sweet shaved ice.",5,2023-07-17 06:20:27,l_rvMfpjY-c383fgaTJ-gA,
329,l9-Nq_T6JCDhMYxosBT2Ow,This is such a cute ice cream truck! They have really cool options. I got the Root Beer Float Sweet Venture Bowl($7). It was so delicious. The staff was...,5,2022-06-05 12:22:33,oGYZKowNDJi3cPJdWeYvfA,
330,h83ndyyEF0z_NPg_KtEfHA,"Food was AMAZING. Fresh Mexican tacos, fresh guacamole at a super affordable price. Tacos are only $2.50 on Tuesdays so definitely a great deal!!

Vibes...",4,2021-07-27 19:28:47,R7QkYo-luH2IY6FLU1wohw,
331,9n3l9OAvrkoHm9U9BUVFgQ,"I have tried lots of food trucks, and Junior's Tacos are better than many of them. It has kind of a simple menu. There's burritos and tacos with...",3,2017-01-01 14:53:58,tgeFUChlh7v8bZFVl2-hjQ,
332,Oy7NJiR9oR9s8psfgnT6aQ,"Tried Juniors Tacos for the first time today. It took about 15 minutes for them to make our 8 tacos, so I assumed he was cooking them during  that time, but...",1,2020-02-23 16:39:44,PBz4jta0gikHL4UAG2ZeRA,
333,-liqAG8QQVbY50TYbmEUbg,"La Chaveta has always been a nice place for me to go. It's very relaxing, the vibe inside is pretty mellow, and it allows me to decompress when I get the...",5,2022-07-27 15:52:00,Zk_SsMQ9jkWDZyuKl-v6GA,
334,4cA4o6vodu1XFpZ545vnxQ,"Very nice lounge with amble comfortable seating. Friendly staff and clientele. A good, but limited, selection of sticks with fair Ohio prices.",5,2022-11-08 11:05:06,nHaLi2cv9RtGpOlRj9D2vA,
335,MuppAaMe77LYe6N29gTqtQ,What a nice  place to have a cigar and beverages. Went with Friends for the first time and completely enjoyed ourselves. The ability to bring in your own...,5,2022-04-09 07:06:12,xYxu-cDjDUVSwRBpnuHgOw,
336,ma4m8SrwFUvJY3riMlpYcw,"Great staff and Alex is the best bartender here! They even have BrewDog beers cheaper than BrewDog themselves across the street. 

Great vibe and music....",4,2023-03-30 17:40:56,JE1cGhUpYR017DLuYfrZQA,
337,tFCLlyfopR3xt7fGgsaA5g,"They have no concept of first come first serve. We were gonna order shots, but after waiting 15 minutes for a few cans of pbr, I just closed the tab on 3...",1,2023-06-03 19:04:12,woe88Xl3JFyczud5lDP5zA,
338,F13NwFjAax_Rd2CY5OaJHA,"Always wish I could do half stars because 3 looks so bad. The place is your typical hole in the wall local bar. We like these kinds of bars. 

Cheep drinks....",3,2021-12-01 14:49:36,jkLoGDcF3PWHeM67Xku0Fg,
339,ppi5x9LaFp_vnFyTQB-VuQ,"What a place! So easy to miss if you're not paying attention, it is currently located behind the ""good news auto"" on Cleveland Ave. They have a picnic bench...",5,2021-10-17 07:45:35,Nmi_ZJ1hB_FF2fnnEzibrg,
