,0,1,2,3,4
385,-80xxkG9UuRA6SC6yuTqqQ,"Great food! Always full of flavor, amazing service.. you feel right at home as your welcomed in.",5,2023-05-26 10:14:52,myGC15YMJBI8swNnxhmCug
386,bIC-l2rYIwhYny0yILpPgg,"My Sister and I were looking for some good Caribbean food and we found Ava's on the West side of Columbus. It was worth the trip. The service was great,...",5,2023-05-21 09:02:59,IkHVQNP3NCZje7sbUOVfWw
387,79bs225Qf6yJ0tFEgT_0yw,There is no other time where I wanted to give a place 5 stars but ended up giving less. I actually considered giving 3 stars but didn't because I don't want...,4,2022-12-04 15:18:15,T2u6-a6MQxh8NcLXRo0iCw
388,03D53zbX4QrD7SzBHJHoKg,Found this spot looking for a pie as a birthday present and were wonderfully surprised by the treats that were offered. Super helpful and pleasant staff...,5,2023-02-14 10:17:15,9f90NOgbJ4rQI77J0-R8WQ
389,YNADpXhkZjJOudZUP_2M4w,"best corn in all of ohio. fresh baked pies every day, fresh donuts on the weekends. Fresh produce, especially the types you can't get from your local...",5,2022-11-13 12:37:02,CYT6DnnJbMa-5VhjLEvIIQ
390,A2FUWrhopCIaoCkFXQbtaA,"This is a great spot near Obetz where you can pick up pumpkins, fresh corn on the cob, potatoes, tomatoes, green beans, and other veggies.

They have a...",4,2021-09-25 11:34:52,NiOOom78KziuC95AE_LDyA
391,Ne2HGnS9qzXQgGRlsTC2MQ,"CharBar is the last chill bar on the block. They have good, strong drinks, a patio out back, two dart boards and plenty of room. If you happen to get one of...",5,2019-08-07 09:19:36,CtVvrUgFbQr0itTNfCS_WQ
392,gHidqumzL6_gP0NO-jNSXA,terrible service bar tenders are rude and disrespectful to women,1,2023-07-01 23:14:13,iYDf7W3kESkikoziSj-I9A
393,100-Ys86UazQBR8R00Hw6w,"We had a lovely pizza Margherita at Rossi. On a Saturday night with no reservations, we managed to find seating for two at the bar after a short wait. While...",4,2023-02-13 04:29:01,rDfH-KinPia-o_6YjRh1gg
394,UX5_KcZ5G8sGhMctoQBiaw,"Char Bar looks cute from the outside, which ultimately was what brought us in - plus it was right next to the Hilton where we were staying. It's a simple...",4,2022-12-14 15:21:45,bbudjqhmmnhW5Mii6mw-YA
395,vL1Ymw0kpPhRLK2s8-jD6A,"Really like this place....The chicken salad is delicious, my go to sandwich.  Friendly staff, helpful. The fresh brewed, unsweetened tea is my favorite bev...",5,2023-07-05 04:13:20,XK5yKjMYJhYxAuYkfHUHHw
396,aqTHVqw3qihVvitL1P8X7g,"Decided to stop her for lunch after picking my niece up from her final exams. Unfortunately, they happened to be out of many smoothies and boba drinks  NO...",4,2023-05-31 10:38:59,JzP5uJjhZb0Vj8J_bn3mOg
397,3I8rKY9U9SxH91l0bpw5Lg,This places is really good!  Their chicken salad sandwich is AMAZING!  It has a salty croissant with chicken salad (with grapes) and greens. It is the...,5,2023-02-20 14:51:44,jJ2N_8_yKCbHTAgWMOX2Iw
398,a5frtQdw4cNil_h9h7p4Cg,Holy shttttt the cocktail drinks in the cans were *VERY* good and had me feeling right.  Love the vibes here,5,2023-03-04 09:10:40,iEz3HoTo44vm1Mxtuz2qGA
399,7cl9AaYkEmdpc8JLoa5V-w,We were going to a Blue Jackets game and decided to come here before. We had a reservation at 3:45pm and got right in and sat down. It was pretty quiet in...,3,2023-03-12 17:15:56,pf5yHID0KbgoFJY7-F1fDw
400,sN9iZO13nQKGAfkjV_wXiA,"It was okay. 

This time around, we were so excited to re-visit and take my wife this time. 

Tots were as-always GREAT. Almost asked for ketchup to break...",4,2023-07-07 10:31:58,Pz-qxNACyIAdnmey1VLTVg
401,SJbAx3qFKyzgypB2ctwV1g,"Finally checked this place out! We stopped by for their 10th anniversary party and the food and vibes were great! 

Burgers are AWESOME. I ordered the Arch...",4,2023-03-13 07:24:59,Nov1ofvlv3KvEbGR4FLeAQ
402,_9YWOv1UPjXZsGAGJIX0qA,I went once years ago but the food I had was good. The service was friendly also. I got a free sample of a beer made there.,5,2023-06-01 19:18:27,p5KQSrNUMg5BY0c8MeYnUg
403,6X1yHxTEGvUTtq6TMk49bw,Fast and friendly service! We came in during a busy evening. We were seated right away. The ambiance was very professional but super playful! We got a few...,5,2023-04-16 16:26:53,Yz5fWrVZZIf2w7TFtnuz1Q
404,jqd5toh6FnlMdulKtGhHeQ,"Really awesome rooftop patio! If you're looking for a place with amazing vibes and aesthetic drinks that are strong, Lincoln Social is the place for you....",5,2023-04-19 16:02:02,PcCi34q02KmNwHC9otXCtQ
405,o5zapmS-yoT1i4DoA-_A8A,"Delicious! This goes to the top of our list for special occasion dining-out options in Columbus. We started with drinks - Beach party, Tropicalia and a beer...",5,2023-03-24 06:27:50,rDfH-KinPia-o_6YjRh1gg
406,BYGKYAov78NHCox54j39Wg,"Holy tamoly, this place is a fluffin HIDDEN GEM. Shit, it pains me to review Outsliders cause then more people will become aware of their phenomenal...",5,2020-12-06 18:03:56,JzP5uJjhZb0Vj8J_bn3mOg
407,SwNv3fBcw1xoHIBvqY9R0Q,Gwen and I came in strictly to check out the sliders menu while we were in the neighborhood - they are served out of the window in the side room in Little...,5,2020-01-21 09:18:34,wZ0KFPTp1263hDl2M0gXGg
408,E1OIwsYc8n3MnLyUXsfCZw,"The service is super duper friendly, and the location is convenient if you are staying at Aloft- just steps away. I was seated immediately without a...",4,2023-04-25 18:02:57,uXXsNx7y15CG1YfXDDt0gw
409,lC64rStWF3ZiIX9xYmS9DA,Outsliders is located in the Little Rock bar. It's hidden in the back. You order at the window. Accepts credit cards. Food is brought to you at the bar or...,5,2019-05-31 08:27:44,tgeFUChlh7v8bZFVl2-hjQ
410,tdnABFXd1nCLp_jO1VonqQ,"I wandered into the neat little storefront five minutes before closing so they didn't have many choices. There was five chocolate frosted potato stick, one...",5,2023-03-29 16:14:41,JFXupPixhhkJmlHlFQTPjA
411,MXNThuFXQBbPfsidd1UgDg,"I just love this place so much. I come in quite often, but today I was picking up donuts for work, and asked for specific packaging in multiple boxes to...",5,2023-05-25 08:25:18,wnOnjiuZyt-8aI9ucWX_2g
412,lxQkCUxWCe7JvTUD7vNnpA,They've moved to a new location in Clintonville in a former candy store. The inside is entirely redone. Most of the space is taken up by the kitchen and...,5,2022-11-27 13:12:27,Pty-8LW4JTUWnTsI44__Lw
413,mibM5NA0PhlDWlenK7vxiw,"Love this place! Great sauce and our favorite kind of crust. Add a side salad with TAT house dressing and a chilled fork and we are happy campers! 

The...",5,2023-03-25 17:48:30,ccze3bhuAXUdeoUxFxQ-Lw
414,dK0nlfBpe--uYi7zgQl9ZQ,"The TAT special pizza is amazing. Pep, sausage, onion, mushrooms, banana peppers. We've had it to go, Doordash delivery, and In restaurant. Great crust too.",4,2023-05-06 19:21:42,9leRUv4_XFUuGyevKJKA-Q
415,0BgcFkVc5ZLKwmqbtoM2rA,The only thing we liked was the anti pasta appetizer.  My dates ravioli was bland and a skimpy 3 ravioli portion.  The service was mediocre and felt off as...,2,2023-05-26 11:27:38,T4fld4lceB8OvMFD8nv35A
416,l7FrTaeu0JX0ieWei3H5eQ,"I saw the band A-Go-Go here two times when they were coming up before they got huge. Great exposed brick walls venue, narrow dance floor and stage are...",5,2023-01-12 21:33:41,wzifzSPIZAsLWWH9lmKsdg
417,Ry_ktgBvjyL0Hm-tYUsi8g,"This place is hit or miss depending on the event. I went to support a friend that was DJing, and her set was awesome. I also went to a Red Monday event...",3,2022-10-05 19:56:00,xViPciuEA-kEwbfekl62Fg
418,1JSPDvF4G6bVzEvXQiiA2A,Where the heck am I?! My friend and I had time to spare before seeing a show across the street at Shadowbox Live and decided to wander the streets of the...,4,2021-09-27 07:04:19,_NpJZ0q8KVI-d2YLL_VpCA
419,09oFchhZYH-uOACB5Hm3kA,This is the place to go if you want legitimate & delicious soul food.  The fried fish & Salisbury steak is outstanding.,5,2023-07-13 08:19:46,c0nokkjbfH5OuKegg3ffrQ
420,bdBk2FQvArg8FHkGRoKltA,This place has been around a long time and they serve  Excellent food! The food is homemade. You can't go wrong ordering from here. They also cate.,5,2022-07-30 02:51:16,Ry2qPgnQLbHrc88AGd8QDw
421,fSoFHDvyFqLKD3rPlWA2dA,Fantastic yams and toast and mixed veggies,5,2021-06-22 10:27:15,bDSJ4kSFzbH3l8YgIQapYA
422,t64hkxdYSRpPK0wfgvD0NA,"I have lived in Columbus since 2000 and it's my absolute favorite city in Ohio. Columbus is the capital and there are over 900K residents.

I was writing...",5,2023-07-16 14:23:50,FQar1FetpimUb1-oH0iHVg
423,6TXPIRZLn2GfpNI-r7OMxQ,"I'm in Cincinnati, which is more or less equidistant between Louisville & Columbus. After leaving NYC, my home of 20 years, I quickly grew quite desperate...",4,2023-02-16 03:59:57,KsXRmRPR1s9nMZlWstsRfA
424,FGJspBIEKGnk66HN79Pqbw,"It's Columbus to me. Columbus Central Ohio has no culture. It's pretty much playing. Jane vanilla bean place you can't find a place that has soul food, but...",3,2023-06-09 20:26:14,W5ile8ec40snDwWjyuNHzA
425,sxhSy3exwC3j6UFW_h2ntA,"Stopped by here before we went to Kemba, it was pretty good and a little pricey. The highlight was definitely the spinach artichoke dip and crust. I would...",4,2023-05-21 06:11:53,u09JlaeBh_s7SypTPuzvrQ
426,ZyPnRgZzRIKUOwVeBOv8gw,This place is your typical sports bar. It wasn't horrible but there wasn't anything special about it either. The MVB was pretty good. I ordered it medium...,3,2023-03-17 17:03:39,wb68hyagsn7ZGkV9RMWfXg
427,o5tSNEckYadfK60gcODdUw,I was really disappointed the last time we went. I use to go here a lot in the past and it was so  good. My husband and I haven't been here in a few years...,2,2022-12-07 16:51:57,m6bB1-btoXL24mqBfkks5g
428,N-UGOnEZ56tvclQwt7kYfQ,"Great selection of organic, gluten-free and vegan options throughout the store. Large produce section (for a smallish store) that looked great and super...",5,2023-05-31 16:49:42,wTj2sUfqYsy-nSgVNzBYWQ
429,-PstZcEZ-QUSFewNkQckdQ,"Another successful trip to Lucky's Market. I headed to the deli area where I ordered the #4 (Italian sub). Every day the subs are $5.99! 
I ordered it hot...",5,2022-07-30 14:45:00,fNzgaewYge8DK2qtTPZzog
430,JhN4gYqv0cUwKf8gLBWb8g,Groceries are overpriced. Produce is OK. Picked up a sandwich and it was honestly the worst veggie sandwich I've ever had. Soggy and gross.,2,2023-07-11 06:52:28,Y4pdbCXEgS-4T0h7BpkNaw
431,bhL9pXlgGzEf76FiuN9rqA,Great owners & Good food & i can get a few shots of Tequila to wash the food down with.,5,2023-06-11 09:15:27,hwXYYIqwKPHVu-2fa80UdQ
432,kF6zh2o0sni633poZzwfQQ,"Get here a little before Happy hour because this place gets packed!  Great music, and not too loud.  Cute decor. We went on a Friday.  It wasn't a party...",5,2023-07-11 15:38:51,tQnRq0F5hHgq2uCf1M1y9A
433,tM31OHQutUN7Xm_G32sgsw,First time here and realized it was the old Arepezo Latin restaurant. A few changes to the interior but the exterior is the same. It's easy enough to order...,4,2023-06-03 17:51:24,OmNf0I4cMUJgDZMOjjaD3w
434,8ckwhAUjvQf3uL0Jz49oAg,"This is a great place to get a group together and enjoy Brest food!
The restaurant is decorated in the traditional Chinese fashion. There is a lot to see...",5,2023-03-17 18:02:51,K1ze6XGr2rBUmPBkuuK4mw
435,GAYPrDIoWqK8rS-J1P_RrQ,"Mike G. organized an UYE for locals that I haven't seen in a few months, and since he loves Chinese food, I wasn't surprised one bit when I saw he picked...",4,2022-12-30 10:32:37,JzP5uJjhZb0Vj8J_bn3mOg
436,mTvWo6dqwOyfoL0gqhqnLw,"Good food, good service for a large group, and definitely had that classic, ""old school"", Chinese restaurant vibe! 

My partner and I were invited to met up...",4,2022-12-04 08:27:29,FQar1FetpimUb1-oH0iHVg
437,h8Rf2go2XKVtIstznonkrA,"If you haven't been here yet, what are you waiting for?! 

Contrary to popular belief, they do NOT sell actual shrimp lips, but they DO sell amazingly...",5,2023-04-16 08:34:16,pymDtxD6SLR_DbSAc4xIDQ
438,rN7xC84-cGfzruw15y-YpA,"Really neat concept! They have a small menu- salads and sandwiches made to order. Also, 2 huge cases of grab and go reheat options. Their menu rotates every...",5,2023-02-03 09:51:52,PeIFSmI0I1ILYjUjjUSZdA
439,YLj6VGtyiIWCMdUDHAKhEw,"Not pictured: Hot Spiced Apple Cider, so good, especially for a cold day! 

Not pictured: Fried Pickles, perfect breading and crisp, came to the table fresh...",3,2023-03-23 06:14:10,XX2PO5-c9Do4j5I-OMo_ZA
440,VS2GkAhoYeAFCkgGf732sg,"Super solid Noodles & Company. 

They're always on top of orders, and we've come to easily rely on this place to always have made-to-recipe dishes. They're...",5,2022-11-24 08:34:44,CyqMDWrkAY9RmLcc-IHHlw
441,t3cZ1EnyNXJ5XxhZCSMnDw,Great boba! Great place to hang out or to get some work or studying done. They also have some small trinkets and things for sale from local vendors and/or...,5,2023-06-29 11:53:37,JYiyqHYgYkGyoUeNs6DooQ
442,IJwQiPEl4I4zxRJbfwWZOg,"Sarah was so nice and personable, she made sure that the drink would be everything I wanted by going the extra mile! Would definitely return with friends!",5,2023-07-01 17:36:40,7Blkwk7R71XJTpuUArBOJA
443,YmgSxhHT4pN-Z9plLt9P4A,I went to LittleMoon this week because it is closer to my house than my regular Kung Fu Tea.  I think the cafe is quite cute and the service (at 3 PM on a...,4,2022-09-10 10:35:34,qn7SBX0zPE0keFJe0V-_9A
444,PpgQY4ChYlVqkdLM6_G2mQ,"This bistro is a hidden gem. It makes me sad when they're not busy, bc they make good food... usually. My friend got the chicken lemon gnocchi and ate every...",4,2022-10-24 17:06:15,KkmrzZAYRjoIov4uaR9idw
445,Jcv5bxfZPEqwvK_JdJoncQ,"This restaurant and Nordstrom really disappointed me today.  It has always been a treat and something my mom and I would try to go to once a year.  

The...",2,2022-02-21 11:03:03,P19xR99autV-bXT81ycwpQ
446,nvZ0FdJn5FWxsXaUYLCtbQ,"Yes I love chuys.Its one of my favorite restaurants in ohio.The tacos are soo good.
I went on my birthday and they gave me a free dessert it was the best...",5,2023-05-10 04:30:24,z6154GBQbOm3a5TPNzbqgw
447,Ymie0AWmNAzYThfFkaB7BA,"When we arrived, my wife asked the hostess if we could be seated in a booth. She said no, because it would ""overload"" her servers. Within minutes of us...",2,2023-06-07 17:35:39,GNkw9Gu9Ing5XVCcKfd6Ag
448,WsKGqNMvKQt8F3ffFdpFcA,I was excited to see Ohio had chuys! I frequently went in Texas! The queso was mostly bean dip. The chicken enchiladas lacked chicken and the tortilla was...,2,2023-06-07 13:55:10,cRt12lB1gXUXU7Al7Ytcqg
449,kmIhQ422KhNIOrBKtX2vHg,"First time at this location in the Trolley district next to East Market.
The first thing to note is that the space is beautiful. It boasts an epic patio,...",4,2023-06-06 08:24:09,xViPciuEA-kEwbfekl62Fg
450,aM5yvXVsybaQh_waDQVv9w,"Met a friend for an early Thursday dinner. The space is really nice. The patio is huge and will be primo when they get some shade coverings, umbrellas,...",3,2023-06-01 18:10:31,JzP5uJjhZb0Vj8J_bn3mOg
451,iHxjP35Mr1hCgDWEUzBgPg,"Service is horrible. Walked in at 8:53 for 11 people (kitchen closes at 10). Yes, I know it's less than ideal for the restaurant and kitchen staff but the...",2,2023-04-15 20:44:58,phwzUxyIiRfJVSUiN6Ylhg
452,sZnjkRQDYWFPIQDDVEeiWg,Really excellent food. A wide selection of authentic korean food. We had a large group and the food was Great. Also friendly service. Highly recommended !!!,5,2023-06-25 18:17:46,WddsdM2bGICWxMY1dcJh0A
453,9FxpJtzBkRGonJkLUR0k5w,"Service is a little slow, family owned and quaint, but PHENOMENAL FOOD!  The new chef is fantastic.",5,2023-06-11 09:54:38,Ln9J9VtU57Tt-1LmGiN-Ag
454,92cbfEKHuvtfGZkjM9mqhw,The kindest service I have ever had in any restaurant experience and it was truly one to remember. The food was great and I'm glad to have had such a...,5,2023-05-27 22:14:41,p0m2snyiSIfnCvkGh7wVaQ
455,EmzkjeipHMaqJVYHWTm9Fg,I have been wanting to go to Third and Hollywood for a while based on the great Yelp reviews.  The place has nice upscale and fun vibes to it.  We had a...,3,2023-05-31 12:47:52,Inq6bb4qaeyxF2kK1OLD3Q
456,8HSRh4zerd-z8spf3oQDkw,"A cute little dinette where you can get all your breakfast faves! 

It's very busy on a Saturday morning here and customers are packed in the small dining...",5,2023-05-31 06:55:48,w0ZI7EYboJjUNTCFziIHXQ
457,TQSJ_rSBMCSDfILS2EPzKw,"Very quaint place to eat! Quick service, and food was also quite tasty!

Would definitely recommend to somebody who hasn't been here!",4,2023-03-08 07:25:18,jFUsLW9iGoXr9A1D5ga-EQ
458,vmJyXJ_e9V8AdcnNmA4I6Q,"I love this place. Everytime I get my car washed I have time to walk over eat lunch and make it back in time .
Fast service , good food",4,2023-06-21 11:36:26,2MmCuglm6oXr08Ta-vQkzQ
459,v-4mW2VHFhkZynyVszLraA,"These shakes are amazing!  The owner is extremely friendly and uses high quality ingredients.  

We went on a Friday afternoon and had a great experience....",5,2023-03-31 15:13:03,VFgPnD20aE_4p2THqSFcDQ
460,OXvnUj-k8aiFiMNVz1JCTA,"Great shakes, best ones in columbus! Great service and super clean space. Highly recommended!",5,2023-07-04 14:49:18,19MR5kgRZeBFmrV1F8CQyQ
461,Wphyuts7dSuDfLdMofsBjw,"This place BLEW US AWAY. The milkshake was fast, delicious, and well worth the price. We barely waited 5 minutes and the singular staff was friendly and...",5,2023-06-27 10:57:35,VZEAKb3hVA49tuuMSAtc9g
462,9vOJ-XJe3Zswlq5eZCqDTA,"Oddfellows is a classic bar! I've only been once, but I know they have tons of local regulars who rarely go anywhere else.
It's a no-frills vibe with a very...",4,2023-06-26 15:54:33,xViPciuEA-kEwbfekl62Fg
463,EGLYymhPmEghhzs2T9HNRQ,I would rate this place negative stars if I could. I was allowed to walk into the bar but once inside I was cornered by a staff member asking for my id...,1,2023-04-01 22:35:49,TFAdETwjWTGIElXu2skdAw
464,IfMInLLxNsa56advOiY0WA,"I honestly had such a great time at Karaoke Tuesday, but we were harassed and pushed by a bouncer when waiting outside for our friends. Super disappointed...",1,2023-07-04 22:44:17,4XIw8zIE7aMmxHviFVICAQ
465,kJnVKwOvg2c-i3Sda2QD9Q,"We were there for the spring game. Appetizers were great, drinks were perfectly made & beers cold! The bartender was top notch! We will def be back again!",5,2023-06-01 11:59:56,LNqg9sDciX9kqw_b51ym8A
466,Emj9AeMrtQDAdizv0kKm0A,Great place! Price is pretty good and the food is pretty delicious. Will try the buffet next time.,5,2019-02-26 20:23:04,9yefOQ3MJWodgXLkOQZBeQ
467,7JcSeA9JK495YkZg7gVr4w,"I'm usually not one to dine at the restaurant of the hotel, but since I stayed at the hotel for a work conference for 5 days it was convenient some nights...",3,2016-08-19 22:13:42,0qygXXommGkgLpqF9k3keQ
468,3rqzLyPnM6BqcLzZLW13_Q,"This is the first time I have ever been to this restaurant, and I was beyond impressed! I ordered ""the heater"" and ""the Tradicionales"" with a side of ""Dirty...",5,2023-07-10 02:13:01,3Mjsqa5vj2Zn6GPryeix3w
469,MpNx32tN-Jp1KPywm8rmdg,"Location is great. Large place with outdoor dining. We went Saturday at 6:00 and had no issues grabbing a table for 4. Food was good, service could have...",3,2023-06-17 18:42:06,eqLXtYzXuHE_bAxUmZnlQA
470,Z0cQgukIF9v6v2Hle0aqaA,"Good morning Evan 
I came here with my husband and two small children . As stated in my
Previous post the side  of rice was had and tater tot's were warm...",3,2023-07-12 06:22:19,e9-b2o0Uy5JsqRysd6vVtg
471,RBmoN51OikODoPjuiTjfVQ,"Very tasty breakfast, very hard working and pleasant server and reasonable prices. We love it here. Very nice place to eat. Love the open large windows to...",5,2023-03-04 06:44:55,7VoGK_NXDV7MP2dY3h1vUw
472,m8nCOOEB2PliooG5BkP6ow,"I get it, it's on campus and there are a lot of college kids working there. BUT...we waited 15 minutes for someone to take our drink order. We waited...",3,2023-03-30 09:49:52,BWsfVU6wEyQwUggBuBb63A
473,hWu-jQg2lkhYgCMZlqy5SQ,"Sloopy hang on!

As a Buckeye, I think it's tradition for me to not only eat Sloopy's but to LOVE Sloopy's. The powdered sugar French toast is...",4,2022-03-01 12:39:24,H6y_Y3jiDOZkU5v0LWroKQ
474,BdwH34lQUOnTEOmVEbWq5A,"Yeah, Me Too is the simplest place to get coffee. It is a bare bones kind of place. They have cold or hot dark roast. No need to ponder over a list of add...",5,2018-12-25 20:51:31,tgeFUChlh7v8bZFVl2-hjQ
475,Mv9OI63r85Ub19L4HWyazQ,I had the best experience at starbucks! the customer service was amazing! when i went through the drive thru kosmic (one of the employees) had such a great...,5,2023-07-03 07:10:41,-3h03DWeUkUuN7Z5EeDmXA
476,60RdENIII_pnO2gDonMwAQ,"Oh. My. God.  I'd been hearing about this place, when it was a food truck, but never seen it at gatherings and don't get down to Parsons often anymore.  Now...",5,2022-05-15 17:08:58,R1FVpAyl_BtxHBWdau2VLg
477,GC3ytC9vusMa4nj0DvKwGw,It's been a little while since we have returned to the refectory. I've always been a big fan but the previous couple of visits weren't up to their normally...,5,2023-05-31 19:45:33,1Iv3fyJSC5qk1zpzhPUdWA
478,Rz7AdAgZWD8CoF_329aeiQ,Food is amazing. Catfish is my go to. Recently tried their chicken Philly... it wasn't a chicken philly at all.  It was just breaded deep chicken tenders...,5,2023-02-26 14:14:33,P3vTBJzezM_39ar4Tv1XGw
479,TarhNTZZfnHSfsP9tQiUJw,The Jerk chicken was really good but to my surprise rice and peas don't come with the dish. You specifically have to ask for it on the side which I've never...,4,2023-01-17 21:23:04,6i0Q952iPH3ehXPFqvrCYA
480,BAZzaNctxuUO9tRAwmzg9Q,I absolutely LOVE this place!!Their food is a 10/10. Well seasoned and fresh. Highly recommend. Curry chicken is my favorite.,5,2023-07-05 12:47:27,w0rRZcg_cweyj4lF0z49vQ
481,qo7dmX4D81F3BL0pjnISvA,I had the Spicy Jerk Chicken. I have a high spice tolerance so it wasn't hot to me but it was absolutely delicious. The chicken we well seasoned and super...,5,2023-07-07 11:58:39,ZK5bklszt3v9wXj0KIgS3g
482,-f5QgKCv5JjuBUmqcX1NCw,"Definitely recommend. Food was fresh and tasted just like childhood.
The James buster Douglas was very filling. Enough food to last you half the day. 
The...",4,2023-04-25 16:50:49,g2tAQC1bSwVq3vncJaZNBw
483,q1OrfeBywEBLv9ZVP__hwQ,Average place for breakfast. I got a breakfast sandwich and a cinnamon roll. Nothing tasted any better than something I could have made at home. I stopped...,3,2021-12-12 08:47:50,Wu1hrty56b_dZDfLBaXJRg
484,2jBB5ewOVYiarvDZiLMVNw,Met friends for lunch today. There's a waitlist online if you're not looking to wait longer for a table. Employees at the check in stand were extremely...,5,2023-07-03 14:18:11,fNzgaewYge8DK2qtTPZzog
485,tZJfTOBqN-ogxpRD3Q71Pw,"Hey there,

I wanted to bring to your attention the terrible experience my son had this morning at your restaurant recently. He was waiting for us to...",1,2023-05-14 04:32:57,O3g044hFSqPvh0St_uHMWA
486,-gUOcW4QEFqq7Cw8MxwJCQ,"If you start your night in the Short North / Convention Center part of Columbus, I recommend finishing it here. I'm not going to lay out the exact entrance...",5,2023-02-27 16:31:37,I6dhedW-e_c7PgPOEOihuQ
487,csEGWZPL7sjYxsOf-5OkTg,Chill tropical vibes in the freezer. Music and atmosphere were fun. Cocktail list and actual drinks were underwhelming.  At least there is pizza on the way out.,3,2022-12-06 19:38:24,XA0_SwXp2zFe6A55rUNp5A
488,-WvZnwb_54J3mixquhIUQw,I'd never heard of the Sacred Palm before but was very excited to learn about this underground speakeasy hidden underneath Mikey's Late Night Slice...,4,2022-03-05 14:50:40,vZjfdPQYAtMS0i6aJjj9nQ
489,AFP0cb-_dSqPrZjsHDJ4AA,"I have heard this place has been around a very long time and has not changed.  Now I know the reason.  Relaxed, non-pretentious atmosphere, quick service...",5,2023-03-19 13:23:22,Uk-rnPlSG9uzsst4n_Jrmw
490,nHQ_BJ0p72xumbAUphqUrA,"Took a trip from the NW side of Columbus to have a meal for Dad's Day. While we did order a few other Thai and Vietnamese items, these Vietnamese fresh...",5,2023-07-02 15:48:59,iWYiGLWH7lF3gBQjMFztBw
491,0p-WaqeWx_wRg-6BUK-Enw,"Foods are great Only PAY ATTENTION for the GRATUATY they charge WITH NO SHOW in the recipt , i work as a server so no matter cash or Card customer pay you...",5,2023-06-25 10:39:24,7G4FT_msx_wPJjQ78HV_VQ
492,g_iJ0BklU9VMwebCRvTRXg,I had such a wonderful time here with a friend! The vibes were very intimate and the jazz group they had playing there performed very well. Our waiter was...,5,2023-04-01 07:43:42,82z3ArKeYpbwT8tSdg3bxw
493,3xQJENjJIeP3iL2UwEh3LQ,If you looking for great music and great food. This is the spot. I feel like it's a hidden gem. I have more videos than pictures.  The service was amazing....,5,2023-02-27 06:34:46,PL8_q-51HjPDNi32E1hVWQ
494,ZhyQ4T2bW57_vRYZgnoQ4A,We celebrated our 28th Wedding Anniversary at The Blue Note Jazz Cafe! It was our first time there and we loved it!Food and drinks and live music was really...,5,2023-07-14 15:29:33,zoV8iKSpw3JHgUVFidtv1A
495,uBowNhKqlKxvKmcpZLFZMw,"Really glad we gave this place a try! 

We each got an OG crunch with the chipotle steak, and guacamole on the side. On fridays you can buy one get one...",5,2021-02-12 14:29:46,Nmi_ZJ1hB_FF2fnnEzibrg
496,LaClBcjNXSrmMcOcHyeZPA,"Service horrible, food was okay...upscale Taco Bell crunch wrap. Price was to high for the a crunchwrap and a bottle of water.  Very odd ordering if you go...",2,2023-05-31 18:31:33,rAxRVbqCtcIUvs4yPRSocw
497,J-DprlOYW32l2RY7FJvmgg,Everything tasted fresh and authentic. It's basically everything you wish the food was at taco bell. Good portion sizes and campus-friendly prices. This...,5,2022-02-07 10:32:10,xViPciuEA-kEwbfekl62Fg
498,WkgVH41froEblhg1kmtD-A,"I was in the mood for some pizza and Mama Nancy's popped up as a delivery option, so I decided to give them a try.  They have New York, Chicago, and Detroit...",5,2023-03-09 16:20:29,qn7SBX0zPE0keFJe0V-_9A
499,0hIHSaeAXR27T1pg6XHndw,"I made my first visit to Mama Nancy's on Saturday, 2/25/2023. It won't be my last. Great pizza, great service and a great value. I ordered the 12 inch...",5,2023-02-27 03:11:24,eG85C2FjE92nMuDCBsCAew
500,UWfeFjrJ-BOCGzR4fbTp-A,"Amazing pizza and even better Stromboli. Top notch. Great sauce too! A++

Workers were totally awesome. This place is awesome",5,2023-02-26 16:58:31,vnsg-DjaVtFYCGTzjMzmcg
501,AiDllHJIpca3z11IZYYLjA,"Been coming here for a while to do art with my friends, it's closer to her so it's pretty convenient place to be! Sort of a small space with plenty of...",5,2023-03-25 09:27:23,cLlRdQYh5ZOFbpmIPCDoGA
502,EPk_0wrR9NNTeJULpv2PCw,"Loved the service! The staff was so nice and polite. I also loved the taro green milk tea. After tasting it though, the black milk tea seemed a bit bland....",4,2023-07-03 21:13:48,7WlFAvpg3yExd2ufqOogCA
503,k9JhqriAgk7sOblKgvHUpQ,"I love boba and this place can do no wrong. If you love milk teas, you'll love Brewed Leaf. There's a ton of parking outside in the plaza, some seating...",5,2022-12-14 16:15:08,phVxV8w5vEpCET6ugBBsAQ
504,5j1t0KR8xLThkErCG8dX_A,"My friend and I went to the other Buckeye Donuts on The Ohio State University campus previously, but wanted to try the one in the South side of Columbus....",5,2023-06-28 18:14:54,f6mSyJSb1hbPBHyLH9PriQ
505,1Pg4WG6i6x8yOPuh5SUNUg,"Though I only sat at the bar, I had a palate cleanser of an experience that left me satisfied and intrigued.

The music was medium energetic- enough to...",4,2023-02-14 04:28:57,kLoklJrVlONYN-OC4eky-w
506,HkiiHn1sntRs5XKvO-ldFQ,Finally decided to figure out where to park to stop here and try their donuts. Found parking on a side street where the college housing was. As we neared...,3,2023-07-16 14:30:07,xJqn4qhNXY9sk8xyeOXteA
